contrast,adjusted_mean_failures_a,adjusted_mean_failures_b,adjusted_IRR
G2 vs G1,19.98024730615991,20.964240161775365,0.9530632711692745
G3 vs G1,9.985025417173429,20.964240161775365,0.4762884483349595
G3 vs G2,9.985025417173429,19.98024730615991,0.49974483619604876
