spec_condition,AI_mean,AI_std,AI_count,CO_mean,CO_std,CO_count,EC_mean,EC_std,EC_count,IV_mean,IV_std,IV_count,TB_mean,TB_std,TB_count
G1,0.5833333333333334,0.19997315976636912,24,0.7648809523809524,0.16634285313625588,24,0.48148148148148145,0.14713826488260684,24,0.9270833333333334,0.10630060602169542,24,0.08333333333333333,0.2886751345948129,12
G2,0.4953703703703704,0.19378194015237357,24,0.710648148148148,0.18137292019089377,24,0.4791666666666667,0.09803832764587861,24,0.8541666666666666,0.15942605391424158,24,0.0,0.0,12
G3,0.23611111111111108,0.2954521994283925,24,0.513558201058201,0.32802035488568976,24,0.3101851851851852,0.21417598942513066,24,0.3145833333333333,0.33181947903440906,24,0.0,0.0,12
